V1,V2
457327.910018026
457031.413693154
457695.719339014
455720.971876454
462134.877891372
461148.136793685
460624.082350048
463041.259005976
465397.19732242
463116.301067958
462395.44911854
462015.712770995
462593.74575977
462804.371935504
462316.929949691
461729.283695251
461803.780937865
462422.72085486
460420.492833049
462431.596349909
464497.179456906
465643.142182116
465913.196047734
464592.074247408
464810.11018217
465200.126126616
467623.562842792
469370.646899176
473792.561792881
472822.140642086
475560.113537731
478748.603074954
477216.727973019
477323.727957417
478505.9938393
479134.606171267
478796.130464578
477932.062426526
477080.044801549
475326.934037155
476796.781476772
477970.032669284
478120.096489407
478351.0239957
483866.803770929
481497.447406234
481364.927395261
481844.362200378
482788.502021063
481573.334797578
479098.304785963
477513.803268264
477160.037837679
478728.588955679
478334.940354181
476940.150384682
476816.042646538
478372.801137988
479655.663675088
479451.041530249
478224.542955248
479443.406760963
480007.310173587
481819.728253397
486635.707189545
484028.336466794
486040.318529312
485012.283666034
483374.493850575
482935.329268114
481259.87560731
482705.270022783
487072.41124941
486367.454948068
484595.28024395
482304.397824409
481195.923159128
480607.777518811
478845.842770469
479881.697825229
483278.267094136
483706.006473542
482557.082327562
482915.141722583
483161.589483099
483320.221244819
486871.524863697
485032.990110824
481673.644542294
487799.257983286
488825.525714799
490836.440564383
492038.271382647
494932.979519801
498210.63769307
499578.539251292
501121.219980468
503739.705379335
506925.149359056
508666.325581734
508787.513350563
508168.231214597
508026.250564234
503819.26244303
505088.821748213
502834.554585116
503313.224581511
505634.828193456
504485.263917768
503477.250811391
504814.083502584
503507.860537203
502128.605775534
499663.675020426
499461.540875094
500948.372692502
496391.419219724
497258.665279713
490911.456276811
491398.957013861
491484.818680278
491500.468550745
489265.330415347
490756.452397714
486479.160299464
485481.740678735
488829.976380475
488076.336675821
491960.058810649
492150.703040203
492024.355206005
493339.443574653
495576.789581651
496338.646281301
492770.133881707
496919.523665898
497513.746635562
503644.805348124
500927.665719246
500271.227982105
501042.746782725
502406.687171311
502303.844946413
502350.83817698
503561.152131523
502167.989439635
503189.339477839
502160.040707854
502004.186994784
504652.721483595
504812.147437425
506154.844831947
501251.810298051
499380.854902832
501394.775089159
502892.090626263
501315.211117248
498474.525972617
499319.577316404
499806.802720489
501062.895678445
499961.648964136
501210.306068974
500655.698067277
499524.182794661
501849.513854403
503216.857872039
499298.557668829
502938.497568813
501515.943706484
503361.991217667
504174.852216856
506101.468909067
505835.930171283
506878.857663673
505674.482018724
501486.762475242
502329.831110387
502305.947828841
500978.670424302
500725.958769028
503392.791845104
502851.565698676
500397.921352527
502348.474662084
503282.949774475
506362.330625493
504010.291798565
505913.56909338
509546.118373518
512816.03676471
512173.464705453
512017.835799282
513487.259296365
516788.942173864
515066.984670513
515656.366640033
516298.952274109
517066.591039861
511792.314666644
510627.385119428
513414.58974753
514670.335735736
512228.105747289
514160.308194953
514638.266517236
515235.937425955
517624.542201212
515629.44160534
517879.472633064
520589.169342772
518890.587110804
518166.167147916
522636.767223643
524430.617143254
520834.173429024
523571.038299188
521207.964752021
521647.317943534
524744.202944053
525192.053648868
526957.031941567
527041.864737925
532251.543032975
534330.254120614
541107.161455423
542930.240773942
542815.067574523
541802.424709504
543365.829183891
538980.505318339
540917.663964545
543970.066668713
546036.819065842
546880.048157218
545259.360898466
549635.583327929
550174.96572092
551159.197527737
551327.62917736
551356.521912792
550710.676076136
550575.451516487
552006.274267837
551892.325076044
550048.697286119
551954.440940422
551394.028582736
551899.421061714
554230.940411911
553648.408302738
553450.211925833
551409.695695576
554603.780149083
556750.545268428
557995.148380608
562592.128085534
562746.299881865
567004.923627144
574055.795674199
568975.067125066
570824.960379514
571564.561666684
580152.328225438
574254.753418914
566579.934871575
563609.094868809
566591.968633859
555056.742574162
532054.382801586
534965.623938058
534768.950779318
516939.526527074
519445.050628156
525498.909410718
524367.29642059
519140.926021429
523514.741886088
525782.62467474
515379.42808536
510937.44042186
513746.515981827
520359.583653873
525239.567995378
521592.624171985
517923.05604013
513477.016545669
514243.840876615
ts_yearly$rebalance.days
3001
3253
